0.005	0.4955820078559637	0.16224889012144472	0.20040974853914287	0.9929855120582869	0.27892312925263085
0.010	0.5848232703554203	0.1952129102674277	0.2416376176949995	0.9852723587200715	0.3258624052407975
0.015	0.6350562977031631	0.22007623986283326	0.27179029203290533	0.9778436503158862	0.35928972462951825
0.020	0.673598833734692	0.2436703375173498	0.2996143230788464	0.9697586713542765	0.38947712809175566
0.025	0.6994150561766488	0.26238190073608925	0.3219668491687232	0.9627849491727383	0.4123803137227244
0.030	0.7215418980754994	0.2807602137284101	0.34264136081495966	0.9555299471247534	0.43399972057288844
0.035	0.7393078550560407	0.29737899676843893	0.36174401054512556	0.9485682878846178	0.45280292239014247
0.040	0.7569739928682693	0.3159287173135428	0.383872412061452	0.9406328738813658	0.4729938259941547
0.045	0.7699635941282753	0.331068509466221	0.40161317531357044	0.9340041207938734	0.48885628336289516
0.050	0.7785534449475578	0.341849166668893	0.4134615471914912	0.929112850174389	0.49980479253399923
